ID,Text,Label
ID_IwKiEKIg,"Mpoya Akhazikitsa Thumba la Ndalama Zolipilira Ana Sukulu Phungu wa m`dera la Mtonya m`boma la zomba a Nedson Mpoya wati komiti yomwe isankhidwe kuti iyendetse thumba ia ndalama zolipilira ana osowa sukulu fizi m`sukulu Bursary m`derali iwonetsetse kuti yalemba ana oyenera. 
A Mpoya omwe amayimira chipani cha UDF m`delaro wati ndalama zimenezi ndi Constituency Development Fund (CDF) choncho oyang`anira thummali ndi phungu waku nyumba ya malamulo choncho anthu-wa akuyenera kuonetsetsa kuti pasankhale kukondera kapena katangale posankha ana ovutikawa omwe azilipilipiridwa sukulu ndi komitiyi. 
Mwazina iye wachenjezanso anthu omwe akumagulitsa ma form ogwilitsira ntchito yolembera ophunzirawa kuti akkapezeka alandila chilango popeza ma form-wa ndi aulele. 
Chomwe ndikufuna kutanthauza kwambiri tidagozindikira ma form atabwera ku ma constituency kwanthu kuno ndiye timafusa kuti maform-wa abwera bwanji, anatero a Mpoya. 
A Mpoya ati ndondomekoyi si momwe adakonzera poyamba koma ati zakhala chomwechi chifukwa choti zinthuzi zangochitika mwadzidzidzi. 
",EDUCATION
ID_IxWjHTZY,"Papa Wayamikira Akayidi a Ndende ya padua Mdziko la Italy Mtsogoleri wa mpingo wa katolika pa dziko lonse Papa Francisco wathokoza akayidi a pa ndende ya Padua mdziko la Italy. 
Papa pa umodzi mwa maulendo ake oyendera akayidi Malinga ndi malipoti a wayilesi ya Vatican, iye anathokoza akayidiwa pokonza mapemphero a njira ya mtanda ya chaka chino zomwe wati zawonetsa ukulu wa Mulungu pakati pawo. 
Pamenepa Papa wati apitiriza kupemphelera akayidiwo kuti Mulungu adziwatetedza mu njira zosiyanasiyana pomwe ali ku ndendeko. 
",SOCIAL
ID_IzgNgGDt,"DCT Ikuthana ndi Mchitidwe Woba Mankhwala Bungwe la Development Communication Trust (DCT) lati ndilokhutira ndi momwe ntchito zake za mu project ya Titeteze Umoyo Wabwino yomwe akuyitcha Influencing Citizen Participation Against Drug Pilferage, yayambira mboma la Mangochi. 
Mmodzi mwa akulu-akulu a mbungwe-li mbomalo, mayi Zione Mayaya Mkanda ndi omwe anena izi pomwe bungwe-li limafotokozera adindo a zachitukuko pa za momwe ntchito za bungwe-li zakhala zikuyendera chiyambireni mwezi wa February chaka chino mbomalo. 
Iwo ati ndi momwe bungwe-li lawonera, zikusonyeza kuti anthu a mdera la mfumu yayikulu Chilipa komwe akugwirako ntchito-yi tsopano ayamba kudziwa za udindo wotetedza miyoyo yawo pa nkhani za umoyo ndi zina zambiri. 
Ntchitoyi yapereka mphamvu komanso liwu kwa anthu pa nkhani yokhudza mankhwala mzipatala ndipo akumatha kuwulura anthu omwe amagula komanso kugulitsa mankhwala mosavomerezeka, anatero a Mkanda. 
Iwo ati padakalipano ntchitoyi yapita patsogolo kwambiri ndipo yathandiza kukweza umoyo wa anthu a mdera la Chilipa mboma la Mangochi. 
",HEALTH
ID_IzioLJaN,"President Morales Wathawira Mdziko la Mexico Wolemba: Thokozani Chapola -content/uploads/2019/11/morales.jpg"" alt="""" width=""265"" height=""355"" />Wapita mdziko la Mexico-President Morales Patangodutsa tsiku limodzi mtsogoleri wa dziko la Bolivia Evo Morales atatula pansi udindo wake, wavomera kupita mdziko la Mexico ndi cholinga choti atetezedwe potsatira ziwonetsero zomwe zikuchitika mdzikolo. 
Malipoti a wailesi ya BBC ati Pulezidenti Morales polankhula pa tsamba lake la twitter wati akumva kuwawa kuti akuchoka mdziko lake koma wanenetsa kuti abweleranso ndi mphamvu mdzikolo. 
Padakali pano mkulu woona za chitetezo mdzikolo wauza asilikali a dzikolo kuti achite ubale ndi apolisi, omwe asemphana ndi otsatira chipani cha a Morales. 
Anthu a mdziko la Bolivia akhala akuchita ziwonetsero zosonyeza kusakondwa ndi zotsatira za chisankho chomwe chinachitika mdzikolo mwezi watha pomwe Pulezidenti Morales anapambana kachinayi. 
",POLITICS
ID_JAvNEktC," Nkhawa ikulirakulira pankhani ya zaumoyo Mabungwe omwe si aboma ati mavuto a mgonagona omwe akuoneka pa nkhani za umoyo mdziko muno ndi umboni wakuti chipani cholamula cha Democratic Progressive (DPP) sichikukwaniritsa zomwe chidalonjeza pomwe chinkachita misonkhano yokopa anthu kuti achivotere pachisankho cha chaka chatha.
 Kuperewera kwa ogwira ntchito zaumoyo, kusowa kwa mankhwala, kusowa kwa chakudya ndi ganizo la boma lochepetsa chakudya chomwe limapereka kwa odwala mzipatala ndi ena mwa mavuto omwe mabungwewa ati akula padakalipano.
  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Anamwino kukapereka madandaulo awo ku Nyumba ya Malamulo Mkulu wa bungwe loona za ufulu wa anthu pa nkhani za umoyo, Charles Nyirenda, wati zomwe boma likupanga pochita zinthu modzidzimukira ndi msampha waukulu pa miyoyo ya anthu.
 Nyirenda ndi mmodzi mwa oimira mabungwe amene athirapo ndemanga pa zomwe zikuchitika mdziko muno, makamaka pankhani ya za umoyo wa anthu womwe uli pachiswe chifukwa cha mikwingwirima yomwe unduna wa za umoyo akukumana nayo.
 Iye adati mmene zinthu zikuyendera pankhani za umoyo, tsogolo lenileni silikuwoneka ndipo kukadakhala bwino boma likadangopanga mfundo imodzi nkuikhazikitsa osati kuvinavina.
 Poyamba nkhani imene idavuta ndi yakuti anthu azilipira mzipatala yomwe idatsutsidwa mpaka kuzilala. Pano akuti anthu odwala azidya kamodzi patsiku komanso mankhwala mzipatala sakupezeka. Anthu akumawauza kuti akagule okha, tsono apa zikusiyana pati nkulipira kuchipatala? adatero Nyirenda.
 Iye adati chidali chanzeru kuyamba kulipiritsako bola anthu ovutika, koma odwala azidya chakudya chokwanira kuti mankhwala azigwira ntchito mthupi.
 Mmodzi mwa omenyera maufulu a anthu mdziko muno, Gift Trapence, adati boma likuyenera kuyankhapo pa nkhawa zomwe anthu, kudzera kumabungwe, akupereka mdziko muno chifukwa lidawalonjeza kukonza mavuto amene akukumana nawowo.
 Apa ndi nkhani yoti boma lichitepo kanthu msanga chifukwa lidalonjeza lokha anthu asadalisankhe ndiye zisakhale ngati anthu akupempha ayi koma akungokumbutsa zomwe adalonjezededwa, adatero Trapence.
 Mavutowatu akudza patangotha pafupifupi chaka ndi miyezi 6 kuchoka pomwe chipani cha DPP chidayamba kulamula chitapambana pachisankho cha mwezi wa May, 2014.
 Chisankho chisadachitike, chipanicho chidalonjeza kuti chidzatukula nkhani zaumoyo poonetsetsa kuti chiwerengero cha anthu ogwira ntchito zaumoyo ndi chokwanira, mankhwala akupezeka mzipatala, kutukula moyo wa anthu ogwira ntchito zachipatala ndi kuchepetsa imfa zokhudza uchembere.
 Malonjezowo ali choncho, boma lidaplephera kulemba ntchito madotolo 51 amene adamaliza maphunziro awo kusukulu ya ukachenjede ya College of Medicine, chonsecho ngakhale bungwe la zaumoyo padziko lino la World Health Organisation (WHO) limati madotolo 23 alionse ayenera kuthandiza anthu 10 000, ku Malawi, madotolo awiri amathandiza odwala 100 000.
 Ndipo posachedwa, Amalawi zikwizikwi mboma la Rumphi adayenda ulendo wokapereka madandaulo kwa DC wa mbomalo pokhudzidwa kuti odwala akulandira chakudya kamodzi patsiku pomwe akumwa mankhwala ofunika chakudya chokwanira.
 Ulendo wokapereka zodandaula za chakudya udakonzedwa ndi mgwirizano wa mabungwe omwe si aboma mbomalo ndipo wapampando wa mgwirizanowo, Eunice Banda, adati zomwe zikuchitikazi zikusonyeza kuti boma likulephera kukwaniritsa lonjezo.
 Kutengera zomwe adalonjeza a Pulezidenti kuti sadzalola munthu aliyense kumwalira ndi njala, tikuona kuti zomwe zikuchitikazi zikusonyeza kulephera kukwaniritsa lonjezolo, adatero Banda.
 Iye adati si zoona kuti munthu yemwe akulandira mankhwala aziperewera chakudya mthupi mwake chifukwa mankhwala amagwira bwino ntchito ndi chakudya.
 Komanso poona kuti sizikuwayendera pantchito yawo, anamwino ena adakaperekanso chikalata chawo ku Nyumba ya Malamulo pozizwa ndi ganizo la boma lakuti anamwino ena amene adalembedwa kale ntchito akayesedwenso.
 Mchikalata chawo, anamwinowo adadandaula za momwe ntchito za umoyo zalowera pansi mdziko muno ndi momwe umoyo wa Amalawi wakhudzidwira, zomwe adati gwero lake ndi kusalingalira nkhani za umoyo pakati pa atsogoleri.
 Mchikalatachi, adatinso ndi okhudzidwa kuti boma likulephera kulemba madotolo ndi anamwino omwe adamaliza maphunziro awo chonsecho ogwira ntchito zachipatala ndi ochepa, zomwe zimachititsa kuti ntchito yawo iziwawa.
 Koma nduna ya zachuma ndi chitukuko, Goodall Gondwe, ati pali mpumulo kumbali nkhani ya chiwerengero cha madotolo ndi anamwino chifukwa maiko omwe amathandiza dziko lino avomereza kuti boma likhoza kugwiritsa ntchito ndalama zina zomwe zidali za ntchito yolimbana ndi malungo, chifuwa chachikulu ndi matenda a Edzi polemba ntchito madotolo ndi anamwino omwe lidalephera kuwalemba.
",HEALTH
ID_JBdUZNdU,"Episcope apempha Ansembe  kukonzekera bwino chaka chachibalalitso Wolemba: Sylvester Kasitomu p://www.radiomaria.mw/wp-content/uploads/2019/09/msusa.jpg"" alt="""" width=""375"" height=""319"" />Wapempha ansembe akonzekere chibalalitso cha mpingp-Msusa Arkiepiskopi wa arkidayosizi ya Blantyre Thomas Luke Msusa wapempha ansembe mu arkidayosiziyi kuti azikonda kulimbikitsa anthu za moyo wawo wa chikhristu ndi kuonetsetsa kuti akulandira masacrament omwe amayenera kuti alandire mu mpingowu. 
Episcope yu wapereka uthenga-wu lachiwiri ku Nantipwiri Pastoral Centre kwa Bvumbwe mboma la Thyolo pa msonkhano wa tsiku limodzi wa ansembe otumikira mu ArchDayosizi-yo. 
Iwo anati ndiokodwa ndi mene ansembe akufalitsira uthenga okhudza chaka cha chibalalitso wa chaka chino. 
Ife ngati ansembe tikuyenera kukhala patsogolo kuphunzitsa komanso kuwapatsa akhristu athu zomwe akusowa kuti afalitse uthenga wabwino mmadera omwe akufuna kuti apite, anatero ambuye Msusa. 
Ansembe pafupifupi 65 otumikira mu Arch-Dayosizi-yi ndi omwe achita nawo msonkhanowo, komwe mwa zina akumbutsana za mwezi wa wapadera wa chibalalitso Extra-ordinary Missionary Month. 
",RELIGION
ID_JDQOkfRU," Dziwani za matenda a mphere Kutsatira malipoti a kubuka kwa matenda a mphere kuchigwa cha mtsinje wa Shire, uyu ndi tsatanetsatane wa matendawa kuchokera pa zomwe bungwe loona za umoyo padziko lapansi la World Health Organization lidapeza.
 Matenda a mphere amakhudza khungu la munthu ndipo amayambika ndi kachilombo kakangono kamene kamapezeka muchakudya. Mchingerezi,  Chisale watuluka nkumangidwanso  Sipakala waimitsa Nyumba ya Malamulo  Chakwera akwanitse malonjezoHRDC kachilomboka kamatchedwa mite ndipo asayansi amakatcha Sarcoptes scabiei.
 Kachilomboka sikaoneka chifukwa ndi kakangono kwambiri. Kakalowa pakhungu la munthu, amakanda mosalekeza.
 Malinga ndi World Health Organization, matenda a mphere amati ndi okhudzana ndi madzi. Ndi zosadabwitsa kuti lero tikukamba za mphere zomwe zafala kuchigwa cha mtsinje wa Shire komwenso madzi aononga katundu ndi kugwetsa nyumba.
 Matendawa amafala ngati kachilomboko kapita pakhungu la munthu wina koma amafala kwambiri pamene munthu amene wakhudzidwa ndi matendawa wakhudzana ndi mnzake monga pogonana mosadziteteza.
 Matendawa amafala kwambiri moti mu 2010 anthu oposera 100 miliyoni padziko lapansi ndiwo adakhudzidwa ndi matendawa.
 Matendawa mungawadziwe msanga chifukwa pamene akuyamba umangokanda mosalekeza ndipo khungu limatha kusupuka. Zizindikiro zokhala ngati walumidwa ndi udzudzu zimaoneka.
 Kukandaku kumafika palekaleka usiku pamene ukugona. Kuyabwakutu kumachitika chifukwa tizilombo tija timakhala tikuyendayenda mthupimo.
 Matendawa amafalanso posinthana zovala, zopukutira mukasamba, zofunda. Koma matendawa angathe kukhala pathupi la munthu kwa masiku atatu osapatsira munthu.
 Kugwiritsira ntchito mankhwala monga permethrin kapena ivemectin kumachepetsa kufala kwa matendawa koma mpaka lero palibe mankhwala amene amachiza matendawa.
 Kukhala munthu wa ukhondo kungathandize kuti usadwale matendawa. Izi ndi zomwe achipatala amalimbikitsa kuti muyenera kumasamba, zovala zizikhala zochapa ndipo malo ogona akhale okonzedwa bwino.
",HEALTH
ID_JETtgrXH,"Milandu, Ngozi Zakwera Mboma la Ntcheu Apolisi mboma la Ntcheu adandaula ndi kukwera kwa milandu komanso ngozi za pansewu mmiyezi isanu ndi umodzi ya chaka chino, poyerekeza ndi miyezi ngati yomweyi chaka chatha. 
Chigalu: Ngozi zachuluka kwambiri Wofalitsa nkhani za apolisi mbomalo Sub-Inspector Hastings Chigalu wati mu lipoti la chaka chino, zasonyeza kuti mu miyezi 6 yapitayi, bomali lalembetsa ngozi zochuluka kuyerekeza ndi miyezi yomweyi chaka chatha. 
Lipotili lasonyezanso kuti milandu yophana komanso kugwilirira yakweranso kuyerekeza ndi chaka chatha. 
Lipotilo lati miyezi yoyambilira ngati yomweyi chaka chatha ngozi za pansewu zinali 19 ndipo chaka chino zakwana 44 ndipo milandu yophana chaka chino yapezeka 16 pomwe chaka chatha inalipo 11 komanso milandu yogwililira chaka chino yapezeka 30 pomwe chaka chatha inalipo 15. 
",SOCIAL
ID_JFicoXuH,"Chaponda ndi Mfulu, Alibenso Mlandu Bwalo la High Court ku Zomba lalamula kuti nduna yakale ya zamalimidwe Dr. George Chaponda ndi mfulu kaamba koti alibe mlandu woti ayankhe pa nkhani yokhudza kugula chimanga mdziko la Zambia komanso nkhani yopezeka ndi ndalama ndalama zokwana 95 million-kwacha ndi ndalama zina zakunja, kunyumba kwake. 
Alibenso mlandu-Chaponda Judge yemwe amamva mlanduwu Justice Redson Kapindu wati apilo yomwe bungwe la ACB linachita, inalibe mfundo zokwanira zoti mlanduwu upitilire kumvedwa choncho anati akugwirizana ndi chigamulo chomwe bwalo lalingono la Chief Resident linapereka pa 18 May 2018 kuti Dr. Chaponda alibe mlandu oti ayankhe. 
Mmawu ake pambuyo pa chigamulochi, Dr. Chaponda athokoza Mulungu kaamba kopambana mlanduwu. 
Ndipo mmawu ake, yemwe amayimira bungwe la ACB pa mlanduwu Anafi Likwanya, wati wagwirizana ndi chigamulocho ndipo waphunzira zambiri kudzera pa mlanduwu chifukwa akakonza zolakwika zonse kuti tsiku lina adzachite bwino pa milandu ina. 
",LAW/ORDER
ID_JGJdrZat,"GIZ Yapereka Wailesi 400 ku Boma la Mangochi Bungwe la GIZ lapereka thandizo la wailesi zoyendera mphamvu ya dzuwa mboma la Mangochi ndi cholinga choti zithandizire kupereka mauthenga a kapewedwe ka mliri wa Coronavirus. 
Chimphepo: Thandizoli ndi lofunika kwambiri Polankhula pa mwambo wolandira katunduyi bwanamkubwa wa boma la Mangochi mbusa Moses Chimphepo wayamikira bungweli kamba ka thandizolo. 
Thandizo limeneli ndi lofunika kwambiri chifukwa monga mukudziwira padakalipano pakufunika kufalitsa mauthenga a nthenda imeneyi ya COVID-19 za mmene anthu angapewere ndi zina. Choncho wailesi zimenezi zitithandiza pa ntchito yofalitsa mauthenga kuti aziwafikira anthu akumudzi mboma lathu lino la Mangochi, anatero a Chimphepo. 
Polankhulanso mkulu wa bungweli mdziko muno Allan Wosku anati bungweli lili mkati mothandiza dziko la Malawi ndi zipangizo zothandizira pa kapewedwe ka nthendayi mdziko muno. 
Thandizoli lomwe ndi la wailesi zoposa 400 ndi la ndalama zokwanira 11 Million Kwacha. 
",SOCIAL
ID_JGYguyTB," Wapitadi Gwanda Ngati bodza Lachisanu lapitali walowadi mmanda Gwanda Chakuamba, mmodzi mwa amkhalakale pandale mdziko muno.
 Mmene chitanda cha malemu Chakuambayemwe mmaboma a Nsanje ndi Chikwawa kuchigwa cha Shire ankamutcha Mbuya pomulemekeza chifukwa cha zabwino zambiri zomwe adakhala akuchitira anthu a kuchigwachi ali moyo, chimatsikira mmanda ku Chinyanje kwa T/A Mlolo, kuseri kwa nyumba yake yotchedwa Zuwele Castleambiri sadathe kuigwira misozi.
  Chakwera akwanitse malonjezoHRDC  Masankhidwe a nduna autsa mapiri pa chigwa  Malonjezo ayamba kuoneka Maliro a Chakuamba adalandira ulemu wapadera poikidwa ndi asirikali a nkhondo a MDF Ndi mitima yosweka ambiri adalira: Wapita Mbuya, wapita Mbuya! Amayi a Dorica a Muona Seventh Day Adventist adaimba mobwerezabwereza: A Chakuamba ku Nsanje, a Chakuamba ku Chikwawa kutanthauza kuti Chakuamba adali mwana wa maboma awiriwa.
 Mizwanya ina yodziwika pandale yomwe idabwera kudzaperekeza Mwana Mphenzi ndi mtsogoleri wakale Bakili Muluzi, Sipika wakale Chimunthu Banda, Brown Mpinganjira, Sidik Mia, Kamlepo Kalua, Nicholas Dausi, Harry Thomson, Bazuka Mhango, akuluakulu a zipani za MCP, UDF ndi DPP ndi akuluakulu a boma motsogozedwa ndi mlembi wamkulu mu ofesi ya Pulezidenti ndi Kabineti George Mkondiwa, kungotchurapo ena pangono.
 Inde kudali chinamtindi cha anthuolira ndi ongoyangana, amipingo yosiyanasiyana ndi osapemphera omwe, koma onse okhala ndi cholinga chimodzi: kudzaperekeza munthu yemwe mbiri yake sidzaiwalika mmbiri ya dziko la Malawi ngati mmodzi mwa anthu amene adamenyera ufulu wa dziko lino kuchoka mmanja mwa atsamunda kufikira lero lino pamene dzikoli lili paufulu wodzilamulira.
 T/A Malemia amene adalankhula mmalo mwa T/A Mlolo pamaliropo, adati ngakhale akulira, koma ndi osangalala kuti kudera la chigwa cha Shire kudachoka munthu wodzipereka ndi wokonda anthu ake ngati Chakuamba yemwe dziko la Malawi silidzamuiwala.
 Sitidzapezanso Chakuamba wina kuno. Uyu ndiye adali weniweni; wangwiro, wachilungamo, wosaopa, mkhalakale pandale. Watiphunzitsa kukhululukirana ndi kugwirana manja ngati tifuna kuti dziko lathu litukuke. Uku kudali kulira kwa Paramount Lundu.
 Ena adayerekeza Chakuamba ndi malemu Nelson Mandela mtsogoleri wakale wa dziko la South Africa, pokhululukira chipani cha MCP, chomwe chidamangitsa nkumuponya mndende kwa zaka 14, koma atatuluka kundendeko adalowanso chipani chomwecho nkumagwira ntchito limodzi ndi omwe adamum-angitsawo.
 Pa ichi, Malemia adati Chakuamba adali munthu wosasunga mangawa ndipo ankalankhula akaona kuti zinthu zikulakwika, zomwe zinkamuika mmavuto nthawi zambiri.
 Chakuamba adali wokonda sukulu ndipo kuno waphunzitsa anthu ambiri, Malemia adatero.
 Ndipo ena mwa mafumu omwe Msangulutso udacheza nawo adati dziko lino lataya mkhalakale pandale yemwe adatengapo gawo lalikulu pothandizira kulitukula komanso yemwe adali wovuta kumumvetsa pakachitidwe kake mundale.
 Inkosi Chindi ya mboma la Mzimba idati idadzidzimuka itamva za imfa ya Chakuamba pawailesi Lolemba lapitali kaamba koti simadziwa zoti wakhala akudwala kwa kanthawi.
 Chindi adagwirizana ndi mafumu anzake kuti Chakuamba adali wachitukuko.
 Adali munthu wabwino ngakhale munthawi ya ulamuliro wa MCP adali watinkhanza pangono. Paja adadzamenya mafumu kuno kumpoto pamsonkhano waukulu wa chipani mu 1973 ku Marymount mumzinda wa Mzuzu, adatero Chindi.
 Iye adati mmodzi mwa mafumu omwe adapatsidwa makofi adali bambo ake chifukwa adakana kupereka ngombe ngati mphatso kwa Kamuzu.
 Ndipo mfumu yaikulu Mkukula ya mboma la Lilongwe idati sidzamuiwala Chakuamba chifukwa cha momwe adagwirira ntchito panthawi yothetsa bungwe la MYP.
 Mkukula adati Chakuamba ngati mmodzi mwa akuluakulu a boma, adalolera kukambirana ndi kulithetsa bungweli bwino lomwe popanda zipolowe zambiri.
 Mmodzi mwa otsata za ndale mdziko muno, Humphrey Mvula, adati Chakuamba adamenyera ufulu wa dziko lino kuchokera nthawi ya atsamunda mpaka nthawi yomwe dziko lino lidathana ndi ulamuliro wa chipani chimodzi.
 Malinga ndi Mvula, Chakuamba adali wolimba mtima ndipo sadali wosankha mitundu ngati momwe achitira andale ena omwe amakokera kwawo.
 Mvula adati ngakhale Chakuamba sadapambaneko chisankho a mtsogoleri wa dziko lino, adatsala pangono kupambana mchaka cha 2004 pomwe adaimira Mgwirizano Coalition.
 Chakuamba adatsikira kuli chete Lolemba lapitali pachipatala cha Blantyre Adventist (BAH) mu mzinda wa Blantyre, naikudwa mmanda ndi ulemu wa asirikali ankhondo.
",POLITICS
ID_JHdNoVtl," Za ukamberembere mu Fisp akuti zichepe chaka chino Ntchito yotumiza zipangizo zaulimi zotsika mtengo mupologalamu ya Farm Input Subsidy Programme (Fisp) ili mkati koma nyengo ngati iyi atambwali ofuna kulemera mnjira zachinyengo amachuluka.
  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Atambwali oterewa akuti amalowerera msika wa zipangizozi ndi njira zosiyanasiyana ndipo pamapeto pake zipangizozi zimakathera mmanja mwa anthu ochita bwino kale mmalo mwa anthu ovutika omwe ndi eni pologalamuyi.
 Apolisi, unduna wa malimidwe ndi bungwe la mgwirizano wa alimi la Farmers Union of Malawi (FUM) ati chaka chino salekerera zachinye za mtundu uliwonse mupologalamuyi kuti anthu oyenerera okha ndiwo apindule.
 Alimi ena mchigawo cha kumwera monga awa ayamba kale kugula zipangizo zotsika mtengo Kumbali yathu, tilimbikitsa chitetezo potumiza apolisi ambiri mmadera ndi mmisika yomwe pologalamuyi ikuchitikira. Tigwira ntchitoyi kudzera mu nthambi yathu ya chitetezo cha mmudzi ndipo ndikunena pano takonzeka kale, adatero wachiwiri kwa wamkulu wa polisi mdziko muno Rodney Jose.
 Iye adati mmene pologalamuyi imayamba, boma lidapereka mphamvu zoyanganira chitetezo cha zipangizo zotsika mtengozi mmanja mwa apolisi ndipo amaigwira mogwirizana ndi unduna wa zamalimidwe ndi bungwe la alimi la FUM.
 Chiyambireni pologalamu iyi, tagwirapo akamberembere ambiri. Milandu yambiri imakhala yokhudzana ndi anthu kupezeka ndi makuponi achinyengo, ziphuphu ndi kuzembetsa zipangizozi ndi cholinga chokagulitsa kumaiko akunja, adatero Jose.
 Mlembi wamkulu muunduna wa zamalimidwe Erica Maganga adati ndi udindo wa mafumu ndi anthu awo kutsina khutu akuluakulu akaona mchitidwe wokayikitsa pakagawidwe, kagulitsidwe ndi kapezedwe ka zipangizozi.
 Maganga adati boma limaononga ndalama zambiri mupologalamu ya sabuside ncholinga chotukula alimi ovutika ndipo ngati zipangizozi sizikuwafikira ndiye kuti zolinga za boma sizikukwaniritsidwa.
 Anthu ndiwo amaona zomwe zimachitika mmadera mwawo ndiye iwo ndi amene angakhale oyambirira kukanena kuti akamberemberewo agwidwe ndipo zipangizo zawo zaulimi zipulumuke, adatero Maganga.
",FARMING
ID_JKCZaUFY," Anthu a ku Likoma alirira Ilala Anthu okhala pazilumba za Likoma ndi Chizumulu ati akulira ndipo moyo ukutentha chifukwa cha kusiya kuyenda kwa sitima ya Ilala.
  Chisale watuluka nkumangidwanso  Sipakala waimitsa Nyumba ya Malamulo  Chakwera akwanitse malonjezoHRDC T/A Mkumpha wa ku Likoma yati kuleka kuyenda kwa sitimayo kwachititsa miyoyo ya anthu pa zilumbazo kukhala yovuta.
 Malinga ndi iye, kuonongeka kwa sitimayo kwachititsa chiyembekezo chimene anthuwo adali nacho kwa miyezi 10 pomwe sitimayo imakozedwa kuti chilowe mmadzi akuya.
 Moyo ukuvuta pa Likoma chifukwa sitimayo si ikuyenda. Ntchito za chitukuko zaimiratu chifukwa cha vuto la mayendedwe, adatero Mkumpha.
 Sitimayo idafa sabata zitatu zapitazo chifukwa cha mavuto ena. Izi zidachitika sitimayo itangoyenda maola ochepa, patatha miyezi 10 akuikonza. Kukonzako kudadya US$2 miliyoni (zoposa K800 miliyoni).
 Mneneri wa kampani yoyendetsa sitimayi ya Malawi Shipping Company adati ayambanso kuikonza zitsulo zina zikafika mdziko muno.
 Tikuyembekeza zitsulo zimene kampani ya Barloworld ipeze ndipo sitimayi iyambanso kuyenda ikangokonzedwa, adatero Msowoya.
 Iye adati zonse zikayenda, sitimayi ayamba kuikonza Lolemba.
 Aliyense ndi wokhudzidwa ndi momwe zinthu zilili. Ngakhalenso amene amabweretsa zitsulo zikuwakhudza koma tikuchita zotheka kuti sitimayi iyambenso kuyenda, adatero Msowoya.
 Ilala ndi sitima yokhayo yaikulu imene imayenda panyanja ya Malawi.
 Sitimayi idayamba kuyenda panyanjayo mchaka cha 1951 ndipo imanyamula anthu oposa 300.
",TRANSPORT
ID_JPQkoKAZ," Mafumu atsegula  Njira ya kampeni Pamene kampeni yafika pachiindeinde, zipani zandale zati nzokhutira ndi momwe mafumu akuperekera mwayi wochititsa misonkhano yokopa anthu mmadera mwawo kwa zipani zotsutsa.
 Katswiri wa za ndale, George Phiri, wati zimaterezimatere bwenzi zikoma ndipo wayamikira mafumu potsegula njira kwa zipani zonse.
  Pa Wenela pasintha zedi  ANatchereza  Tidakumana ku sukulu ku Chiradzulu Tsopani MCP ikuchititsa misonkho yokopa anthu ku Thyolo momasuka Bungwe la Malawi Electoral Commission (MEC) lisadatsegulire kampeni mafumu ena amaletsa zipani za Malawi Congress Party (MCP) ndi UTM kuchititsa misonkhano yokopa anthu mmadera mwawo.
 Mwachitsanzo, mafumu a ku Thyolo amakaniza zipani za MCP ndi UTM kuchititsa msonkhano mbomalo kaamba koti ndi kuchipinda kwa mtsogoleri wa dziko lino, Peter Mutharika, ndi chipani chake cha Democratic Progressive Party [DPP].
 Mneneri wa MCP, Maurice Munthali, adati mmbuyomu chipani chake chidakonza msonkhano kwa Bvumbwe mboma la Thyolo, koma mafumu adachiuza kuti ena apempha kale malo a msonkhanowo, zomwe adati zidali zabodza.
 Tidazindikira pammbuyo pake kuti nzabodza popeza padalibe yemwe adapempha malowo.
 Posachedwapa tidapemphanso ndipo adatilola. Tidachititsa msonkhano opanda vuto lililonse.
 Izi zikusonyeza kuti zinthu zasintha, adatero Munthali.
 Naye mlembi wa UTM, Patricia Kaliati, adati mmbuyomu mafumu adawaletsa kuchititsa msonkhano wokopa anthu kwa Folopeni mbomalo, komanso adauza anthu a mmidzi yawo kuti asapite ku msonkhanowo.
 Koma padakali pano tikapita akumatilandira nkutilola kuchititsa misonkhano opanda vuto lililonse chifukwa cha ndondomeko zomwe MEC idakhazikitsa, adatero Kaliati.
 MEC idasayinitsa mafumu ndondomeko zoti atsatire nthawi ya kampeni. Mwa zina, mafumu sakuyenera kukondera kapena kuletsa zipani zotsutsa kuchititsa misonkhano yokopa anthu mmadera mwawo.
 Mlembi wa UDF, Kandi Padambo, adati kapeni isadayambe chipani chake chikhala chikukumana ndi mikwingwirima yosiyanasiyana mchigawo chakumpoto komwe chimakachititsa misonkhano yokopa anthu.
 Iye adati UDF idatsala pangono kusiya kupita mchigawocho chifukwa cha mavutowo.
 Mmalo angapo tidabwedzedwa, koma osatiuza zifukwa zake.
 Koma panopa tikapita mmadera omwe aja akumatilandira nkutipatsa mwayi wochititsa misonkhano, adatero Padambo.
 Mfumu Lukwa ya mboma Kasungu idati ngati mafumu amachitadi zimenezo amalakwa.
 Katswiri wa za ndale Phiri adati nzokoma kumva kuti mafumu tsopano akupereka mwayi wochititsa misonkhano kwa zipani zonse.
 Iye adati zomwe mafumu akuchita nkulambula njira yoti mdziko muno mudzachitike zisankho za mtendere.
",LOCALCHIEFS
